Name,Height,Weight,Position,OVR,Preferred foot,Weak foot,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Free Kick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Def Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Hector Gairamos,170,67,"['Delantero', 'Mediocampista']",61,Right,4,61,40,47,68,41,61,60,51,61,61,79,77,80,68,86,55,55,65,45,42,62,58,48,56,53,66,60,52,52,8,9,9,7.0,13.0
Melle Joop Witteveen,175,70,"['Delantero', 'Mediocampista']",61,Left,2,55,54,56,69,50,57,42,46,63,60,73,72,68,57,70,59,62,63,50,43,57,47,62,58,52,48,38,47,46,12,12,8,7.0,11.0
Luke Joshua Bodnar,183,81,"['Defensor', 'Mediocampista']",61,Right,3,40,36,54,60,29,54,40,38,58,56,61,62,55,58,59,48,67,71,74,34,68,58,40,50,37,56,57,60,57,12,13,11,14.0,6.0
廖承坚 Liao Chengjian,182,75,"['Mediocampista', 'Defensor']",61,Right,3,48,33,43,53,38,48,33,32,48,57,68,60,46,58,61,39,58,71,70,38,58,59,41,52,32,50,57,63,63,8,13,15,9.0,14.0
Samuel Stückler,178,75,"['Defensor', 'Mediocampista']",61,Left,3,53,56,41,61,49,60,52,51,58,61,73,70,71,57,67,59,57,58,60,53,56,51,57,56,44,58,49,54,49,11,6,11,8.0,6.0
Raphaël Lipinski,181,71,"['Mediocampista', 'Defensor']",61,Left,2,55,40,49,59,38,60,45,32,45,56,65,67,53,58,67,51,55,69,55,42,54,54,47,45,39,49,56,60,59,9,6,8,6.0,8.0
Thomas Aquilina,178,67,"['Mediocampista', 'Defensor']",61,Right,4,55,39,40,56,34,59,55,40,49,58,84,78,80,56,72,49,62,75,60,37,58,53,50,55,40,55,51,58,56,8,8,7,11.0,13.0
Aaron Zehnter,180,70,"['Mediocampista', 'Defensor']",61,Left,3,63,34,54,61,28,62,63,42,52,57,60,63,65,56,66,33,57,55,55,42,57,58,52,40,47,45,56,60,58,12,14,12,10.0,15.0
Yago de Santiago Alonso,178,74,"['Delantero', 'Mediocampista']",61,Right,3,55,62,45,57,54,64,50,50,46,56,72,69,74,57,70,58,54,55,50,56,36,22,60,58,54,57,29,26,24,6,14,12,7.0,9.0
Abdullah Al Salem,183,78,"['Delantero', 'Mediocampista']",61,Right,3,45,61,58,62,53,58,56,62,59,63,60,59,58,58,52,66,69,62,74,60,59,54,62,64,60,60,45,55,53,15,13,12,10.0,15.0
Ali Youssef,182,74,"['Delantero', 'Mediocampista']",61,Right,3,50,57,36,61,42,65,45,37,56,66,75,73,74,50,66,53,55,63,59,45,45,26,60,61,41,62,37,42,39,7,9,14,14.0,5.0
Quinn Sullivan,180,69,"['Delantero', 'Mediocampista']",61,Right,3,52,61,51,66,55,67,57,39,64,61,76,76,74,59,72,61,74,46,58,47,49,43,63,63,45,59,44,54,51,11,12,6,14.0,13.0
Jake Girdwood-Reich,184,75,"['Mediocampista', 'Defensor']",61,Right,2,41,35,55,62,31,47,36,36,58,58,64,57,65,57,64,55,65,79,66,40,73,56,42,46,45,58,61,63,61,12,13,11,11.0,15.0
Jake Davis,178,68,"['Mediocampista', 'Defensor']",61,Right,3,58,43,41,53,41,56,41,36,50,60,68,68,73,58,72,50,44,62,45,36,60,57,46,52,47,50,55,65,58,14,11,13,6.0,7.0
David Mamutovic,189,75,"['Defensor', 'Mediocampista']",61,Left,3,62,56,41,62,52,66,54,43,57,64,67,67,52,48,52,70,56,53,67,50,47,41,57,53,60,55,45,45,38,13,8,10,6.0,7.0
Yann Songo'o,185,77,"['Defensor', 'Mediocampista']",61,Right,2,37,36,56,56,43,51,49,45,52,52,52,50,60,60,58,52,70,77,81,25,69,60,39,56,42,56,60,59,58,13,8,15,14.0,11.0
Daniel Kelly,183,60,"['Delantero', 'Mediocampista']",61,Right,2,57,53,52,56,45,63,48,35,50,62,75,80,62,61,53,55,53,61,44,41,53,45,53,51,54,55,42,35,31,11,9,13,8.0,12.0
曹永竞 Cao Yongjing,180,73,"['Delantero', 'Mediocampista']",61,Right,3,46,51,52,53,49,59,67,62,51,57,80,83,74,58,62,54,75,79,74,54,59,55,61,55,58,50,59,54,53,15,8,13,10.0,12.0
鈴木 唯人 Yuito Suzuki,175,66,"['Delantero', 'Mediocampista']",61,Right,3,57,67,46,64,48,65,57,53,62,65,64,72,63,57,72,61,47,59,45,61,53,49,65,61,52,66,45,50,48,15,12,8,13.0,6.0
Tayo Adaramola,177,69,"['Mediocampista', 'Defensor']",61,Left,3,61,48,48,53,43,59,38,39,49,54,85,80,73,55,67,55,63,59,54,47,63,54,53,46,49,42,53,56,60,15,13,12,7.0,6.0
Matti Peltola,187,70,"['Mediocampista', 'Defensor']",61,Right,2,52,30,58,62,35,52,38,35,58,60,66,64,56,62,53,40,67,69,66,45,50,61,42,53,20,56,62,64,61,11,11,14,5.0,9.0
Josh Mulligan,175,77,"['Mediocampista', 'Defensor']",61,Right,3,55,53,47,58,39,60,51,48,52,61,78,83,78,62,70,61,66,70,63,49,46,54,47,51,49,53,49,54,51,14,11,6,13.0,11.0
Paris Polykarpou,182,74,"['Defensor', 'Mediocampista']",61,Right,3,41,29,52,63,28,45,40,32,58,64,64,63,59,53,65,47,59,72,59,29,62,55,37,43,39,49,63,62,57,7,5,11,12.0,12.0
Samuel Abifade,186,84,"['Delantero', 'Mediocampista']",61,Left,4,50,47,31,54,40,66,51,37,47,63,82,85,72,59,77,58,67,64,76,38,48,28,52,56,54,42,27,35,33,10,6,14,14.0,5.0
Hampus Näsström,190,85,"['Defensor', 'Mediocampista']",61,Right,2,38,28,61,62,38,40,38,42,57,57,52,45,44,56,57,56,73,71,82,32,58,58,43,42,42,58,60,60,55,7,14,10,10.0,14.0
Jack Vale,183,70,"['Delantero', 'Mediocampista']",61,Right,4,37,65,57,56,52,60,50,38,48,63,73,73,70,51,73,57,69,63,61,51,38,21,61,44,56,57,32,15,20,8,7,11,13.0,14.0
Edoardo Pieragnolo,185,72,"['Mediocampista', 'Defensor']",61,Left,4,63,32,40,43,32,54,63,36,33,58,65,71,56,60,57,37,51,65,58,31,61,51,52,45,44,43,54,61,64,5,10,10,10.0,9.0
Muhammet Taha Şahin,178,69,"['Mediocampista', 'Defensor']",61,Right,2,58,27,46,57,33,63,40,38,52,52,71,67,58,56,71,35,51,62,46,27,55,59,46,38,39,51,55,63,60,14,14,13,15.0,12.0
Leo Mikić,180,70,"['Delantero', 'Mediocampista']",61,Right,3,59,60,61,50,54,64,58,44,45,61,72,73,69,60,64,65,72,61,63,60,62,25,62,57,60,58,21,23,22,10,9,13,13.0,10.0
Sebastián Francisco Ramírez,180,75,"['Delantero', 'Mediocampista']",61,Right,3,62,53,40,57,48,65,55,46,50,63,73,77,70,50,68,63,55,69,59,48,33,25,59,58,50,43,30,35,30,13,10,13,14.0,6.0
Rolando Lautaro Chávez,175,68,"['Delantero', 'Mediocampista']",61,Left,3,44,60,58,64,59,70,58,44,43,62,69,64,68,60,69,58,51,50,38,60,31,12,58,60,66,61,41,35,29,10,13,13,13.0,7.0
Rayhaan Rahim Amari Tulloch,178,70,"['Delantero', 'Mediocampista']",61,Right,3,54,58,56,58,43,62,61,47,47,62,82,74,78,54,78,58,71,54,58,58,56,20,62,52,55,54,23,20,18,6,13,9,6.0,10.0
Jérémy Sebas Jeremy Sebas,181,74,"['Delantero', 'Mediocampista']",61,Right,3,48,63,55,61,49,65,54,41,52,67,77,68,63,48,59,63,73,54,68,59,36,27,57,48,52,57,19,28,21,7,10,12,6.0,7.0
Mithat Pala,172,68,"['Defensor', 'Mediocampista']",61,Right,2,55,45,50,62,20,62,45,33,59,58,77,74,75,58,79,21,66,81,46,49,58,56,53,55,31,53,54,63,60,8,9,11,12.0,9.0
Connor Steven Randall,180,76,"['Defensor', 'Mediocampista']",61,Right,4,59,44,53,65,58,63,54,36,63,63,68,62,47,58,57,46,65,61,70,54,67,56,56,57,56,63,63,64,64,13,6,9,6.0,12.0
백동규 白栋圭 Dong-Gyu Baek,185,79,"['Mediocampista', 'Defensor']",61,Right,3,29,38,58,54,35,45,21,23,55,43,40,53,38,52,67,39,61,77,72,25,61,66,52,50,29,50,58,65,63,11,14,13,11.0,8.0
Oliver Jack Hawkins,198,92,"['Delantero', 'Defensor']",61,Right,3,34,58,66,59,59,54,39,39,46,61,45,49,36,62,32,64,84,70,90,58,67,52,62,57,57,58,53,53,51,15,13,8,8.0,7.0
Daniel Butterworth,183,77,"['Delantero', 'Mediocampista']",61,Right,3,39,62,51,58,55,62,52,38,49,62,85,82,75,61,76,63,68,60,57,58,60,30,64,53,58,60,32,35,39,7,13,9,9.0,8.0
Marcel Pieczek,185,76,"['Mediocampista', 'Defensor']",61,Left,1,68,31,43,55,26,55,66,65,61,55,66,64,56,54,57,22,56,65,68,47,56,49,49,43,35,45,51,65,65,12,14,14,9.0,9.0
강지훈 Ji-Hoon Kang,177,64,"['Delantero', 'Defensor']",61,Right,3,57,55,57,57,41,61,34,41,41,59,76,74,70,57,68,55,62,61,47,59,52,56,59,54,40,58,58,58,55,9,5,11,6.0,10.0
Ji-han Lee,179,74,"['Delantero', 'Mediocampista']",61,Left,3,57,61,46,59,48,64,52,38,53,60,69,70,79,55,68,55,50,51,49,49,44,36,59,53,50,44,32,33,29,9,12,8,11.0,12.0
Tim Köther,175,70,"['Mediocampista', 'Defensor']",61,Left,4,58,50,45,65,47,64,49,47,58,62,69,67,69,60,79,54,53,66,54,51,58,53,56,59,37,57,51,57,55,10,6,14,11.0,12.0
Abdullah Almuqrin,179,72,"['Delantero', 'Mediocampista']",61,Right,3,54,61,58,61,44,63,57,46,58,66,68,69,68,59,76,53,67,67,66,57,39,27,64,58,60,58,36,34,21,13,6,9,7.0,6.0
Mohamed Souboul,175,65,"['Mediocampista', 'Defensor']",61,Left,2,64,34,49,64,29,63,65,33,56,61,72,65,70,50,73,47,65,62,68,37,57,53,43,47,43,53,51,56,59,12,13,6,13.0,10.0
福井 太智 Taichi Fukui,172,65,"['Delantero', 'Mediocampista']",61,Right,3,51,42,41,64,40,64,41,42,67,66,68,65,70,60,81,48,37,47,34,45,55,48,60,64,40,50,43,57,55,14,7,8,13.0,8.0
Nathan Garcia,176,75,"['Delantero', 'Mediocampista']",61,Left,3,42,55,46,61,49,65,60,56,56,62,69,58,69,64,70,60,53,57,54,60,45,28,56,60,59,61,26,27,25,7,13,7,9.0,13.0
Finn Jeltsch,185,78,"['Mediocampista', 'Defensor']",61,Right,4,37,29,59,60,29,49,39,33,52,56,58,62,58,56,57,53,68,56,72,32,62,59,31,47,48,52,60,62,61,9,12,9,6.0,5.0
Tyler Wolff,175,70,"['Delantero', 'Mediocampista']",61,Right,3,50,45,40,69,38,68,34,32,65,68,71,73,65,52,75,52,54,60,58,50,32,44,60,60,55,55,40,42,25,14,7,12,10.0,6.0
Connor McLennan,181,69,"['Defensor', 'Mediocampista']",61,Right,3,56,56,45,56,55,58,46,41,51,55,81,81,61,53,70,58,69,68,69,55,33,43,56,57,53,55,45,47,43,6,15,7,8.0,5.0
Omari Kellyman,191,69,"['Delantero', 'Mediocampista']",60,Left,3,47,42,55,68,43,65,42,47,64,61,63,65,72,60,67,68,60,56,56,56,64,47,56,55,57,50,45,42,52,12,5,13,13.0,13.0
Jordie Hiwula-Mayifuila,178,76,"['Delantero', 'Mediocampista']",60,Right,3,54,56,58,56,54,60,50,43,43,57,81,82,84,60,71,62,74,37,61,59,42,21,57,60,54,55,32,24,24,9,14,15,7.0,15.0
Sascha Voelcke,180,76,"['Mediocampista', 'Defensor']",60,Left,2,55,29,54,55,31,60,38,30,43,53,68,66,63,58,61,34,62,55,60,29,55,58,46,39,29,40,56,61,58,10,8,6,11.0,9.0
James Gullan,183,73,"['Delantero', 'Mediocampista']",60,Right,4,52,61,54,53,53,59,57,58,32,56,73,70,59,56,64,74,67,70,64,53,53,25,57,56,62,57,23,16,13,9,11,6,15.0,9.0
张弛 Zhang Chi,182,73,"['Defensor', 'Mediocampista']",60,Right,3,55,51,58,60,44,58,44,43,59,61,58,67,59,52,55,53,65,64,70,45,61,65,60,58,48,58,63,58,57,16,16,8,9.0,6.0
Victor Udoh,174,72,"['Delantero', 'Mediocampista']",60,Left,4,56,66,40,59,48,64,54,39,36,59,93,88,89,40,71,63,63,48,57,64,41,18,57,40,57,58,12,16,15,7,13,6,10.0,12.0
Alin Răzvan Fică,181,69,"['Delantero', 'Mediocampista']",60,Right,3,50,55,42,63,42,58,46,52,60,62,67,64,68,64,71,51,45,60,49,51,64,50,57,63,46,57,40,48,43,11,15,9,7.0,10.0
Abdulrahman Salem A Al-Safari,174,74,"['Defensor', 'Mediocampista']",60,Right,3,54,32,50,62,24,58,49,41,59,60,55,58,56,52,65,45,57,72,62,36,74,58,43,57,44,43,54,55,56,7,9,9,9.0,8.0
Mohamed Al-Thani,174,64,"['Delantero', 'Mediocampista']",60,Left,4,51,56,50,52,42,60,45,44,46,61,78,77,59,54,79,49,61,64,50,50,39,29,54,54,49,50,28,30,24,11,11,8,10.0,7.0
Bradley Walker,186,80,"['Defensor', 'Mediocampista']",60,Right,3,41,52,46,62,46,56,48,58,60,60,64,67,76,59,74,65,63,69,75,58,81,60,55,58,50,61,56,56,57,11,13,14,14.0,8.0
Ulrik Mathisen,185,72,"['Delantero', 'Mediocampista']",60,Right,3,54,52,45,64,49,63,52,50,60,64,73,70,72,60,75,59,52,57,48,49,57,56,60,60,49,63,54,53,53,9,7,9,7.0,5.0
Vasile Jardan,178,73,"['Defensor', 'Mediocampista']",60,Right,2,41,32,49,67,44,52,41,45,58,61,65,62,57,55,74,53,65,68,75,35,52,57,38,44,44,54,51,58,53,14,13,8,13.0,14.0
Aaron Rowe,177,64,"['Mediocampista', 'Defensor']",60,Right,3,60,48,40,59,48,60,58,47,48,60,86,83,84,52,77,62,65,63,64,48,40,51,53,53,52,52,52,56,52,9,15,7,12.0,13.0
Emmanuel Ebuka Osadebe,188,81,"['Defensor', 'Mediocampista']",60,Right,3,58,55,53,62,54,62,58,55,59,60,78,79,74,56,73,62,74,71,72,58,65,54,56,62,52,63,52,55,44,11,7,13,12.0,6.0
Tobías Enmanuel Gavilán Romero,172,68,"['Delantero', 'Mediocampista']",60,Right,3,58,57,38,59,52,61,49,53,60,58,75,69,64,48,72,63,50,55,50,48,37,30,61,56,55,50,35,31,29,14,7,8,5.0,9.0
장성원 Seong-Won Jang,175,70,"['Mediocampista', 'Defensor']",60,Right,3,58,45,38,56,39,61,45,36,51,53,70,70,75,54,74,54,54,75,61,41,58,53,46,45,49,45,51,55,53,13,7,14,15.0,14.0
Madi Monamay Nsosemo,185,72,"['Mediocampista', 'Defensor']",60,Right,3,35,21,60,59,28,62,47,32,58,61,67,67,63,62,63,45,64,62,56,25,47,63,35,45,40,45,58,64,66,14,10,8,7.0,10.0
Èric Callís Torrent,170,72,"['Mediocampista', 'Defensor']",60,Right,3,65,37,48,55,24,58,55,51,51,59,72,71,70,51,60,52,55,58,50,41,50,55,57,50,31,43,54,55,57,13,9,9,13.0,11.0
Luis Fernando Paz Vargas,167,70,"['Mediocampista', 'Defensor']",60,Right,3,60,40,45,60,40,55,39,39,50,49,64,61,55,58,75,37,47,57,48,35,53,55,50,53,41,43,57,59,59,15,7,5,9.0,13.0
Abdul Zakaria Mugeese,178,74,"['Delantero', 'Mediocampista']",60,Right,3,53,58,54,58,51,60,53,41,54,58,76,81,67,55,68,58,68,61,60,51,52,24,58,48,50,49,20,26,23,8,14,9,12.0,12.0
Chadwick Zachary Booth,175,70,"['Delantero', 'Mediocampista']",60,Right,3,53,52,53,63,47,63,53,50,58,65,68,71,67,61,63,59,53,52,49,50,59,46,48,58,49,57,46,56,55,5,6,14,12.0,10.0
Kacper Michalski,186,81,"['Defensor', 'Mediocampista']",60,Right,3,54,44,45,56,43,58,58,48,52,59,70,72,65,61,70,41,59,83,61,46,60,57,58,51,37,50,56,57,58,6,11,8,14.0,8.0
Baïla Diallo,176,70,"['Mediocampista', 'Defensor']",60,Left,2,60,38,27,55,26,57,41,27,64,55,71,73,70,55,81,40,42,50,45,36,57,53,53,41,36,42,56,64,62,10,14,13,7.0,10.0
Muhamed Serifo Varela Djamanca,178,70,"['Delantero', 'Mediocampista']",60,Right,2,52,63,45,53,47,67,43,37,45,63,68,69,65,53,71,64,52,56,52,45,45,21,60,52,55,58,20,32,30,7,15,13,10.0,11.0
Hugo Bolin,179,64,"['Delantero', 'Mediocampista']",60,Right,3,43,57,40,57,55,68,60,51,53,64,77,74,79,45,74,64,49,74,45,59,52,30,56,57,48,54,31,42,47,6,14,14,6.0,7.0
Tim Meyer,183,65,"['Defensor', 'Mediocampista']",60,Right,3,51,53,51,60,39,68,54,51,59,63,74,69,69,59,65,54,65,70,60,48,55,60,53,57,46,55,55,59,63,10,10,9,10.0,9.0
Stav Nahmani,180,74,"['Delantero', 'Mediocampista']",60,Right,3,31,61,54,56,39,52,49,32,41,57,89,82,81,69,73,61,73,66,60,50,74,49,57,48,52,55,42,44,31,6,11,13,15.0,13.0
Billy Henry Penna Waters,173,73,"['Delantero', 'Mediocampista']",60,Right,4,52,61,51,57,54,60,56,45,54,58,84,82,90,57,88,60,61,64,48,58,43,40,61,57,52,57,33,46,47,10,9,14,12.0,16.0
João Gabriel e Costa Cesco,178,69,"['Delantero', 'Mediocampista']",60,Left,3,52,55,48,52,72,67,68,53,46,68,67,69,66,49,61,57,42,53,36,61,38,18,58,57,71,56,23,26,24,9,12,7,10.0,11.0
Mohamed Ayman Ouhatti,180,70,"['Defensor', 'Mediocampista']",60,Right,2,32,32,48,61,38,46,42,42,59,59,62,62,61,58,71,38,43,57,43,35,72,61,36,37,37,46,59,60,59,10,10,7,9.0,8.0
Davis Silva do Nascimento,175,68,"['Delantero', 'Mediocampista']",60,Right,3,54,48,43,68,43,62,52,51,63,63,63,64,64,53,73,39,47,67,53,39,45,48,57,64,58,53,52,59,52,9,8,11,7.0,6.0
Adedire Awokoya Mebude,189,78,"['Delantero', 'Mediocampista']",60,Right,3,46,57,46,40,64,69,59,42,42,62,76,70,76,62,60,73,62,59,58,59,38,25,54,55,63,60,22,17,26,6,10,5,6.0,15.0
Kyle Hurst,178,72,"['Delantero', 'Mediocampista']",60,Right,3,54,53,35,55,48,62,54,49,47,60,79,76,76,56,72,55,50,69,49,51,33,22,57,55,57,52,32,28,33,7,5,12,12.0,11.0
Aiden McFadden,175,75,"['Mediocampista', 'Defensor']",60,Right,4,55,62,41,49,45,64,42,31,47,60,68,68,66,40,73,54,51,69,57,38,39,53,55,50,39,58,62,62,60,9,8,14,13.0,13.0
Mattis Daube,177,80,"['Mediocampista', 'Defensor']",60,Right,2,57,39,48,55,34,59,35,30,48,55,70,71,75,61,79,63,62,63,69,32,76,55,51,44,35,44,57,59,48,10,14,14,7.0,7.0
Roshan Singh,172,68,"['Delantero', 'Defensor']",60,Left,4,56,45,36,57,50,58,55,54,55,56,70,71,74,55,88,56,53,79,60,54,31,55,52,53,49,52,50,56,55,7,14,12,11.0,15.0
Abdulelah Alshamary,175,75,"['Delantero', 'Mediocampista']",60,Left,3,57,52,26,61,41,67,44,54,60,58,75,78,76,50,84,49,38,55,38,48,45,33,52,57,41,57,34,35,27,13,14,8,13.0,8.0
Kennedy Okpala,185,78,"['Delantero', 'Mediocampista']",60,Right,3,37,62,52,53,51,64,39,31,34,57,73,81,72,56,68,57,68,56,68,55,29,22,55,45,64,44,21,26,23,10,6,8,11.0,9.0
Ronald Barcellos Arantes,174,70,"['Delantero', 'Mediocampista']",60,Left,3,60,58,41,56,49,61,50,42,54,60,75,78,70,41,75,59,48,50,48,41,40,20,61,52,62,55,22,28,27,11,10,6,12.0,10.0
Jakub Bartosz,183,80,"['Mediocampista', 'Defensor']",60,Right,2,53,44,44,57,33,56,47,39,49,58,73,72,64,57,67,59,63,64,71,43,64,59,55,46,35,54,52,56,57,13,7,10,14.0,9.0
サイ ゴダード Cy Goddard,178,70,"['Delantero', 'Mediocampista']",60,Left,4,60,51,45,61,51,59,48,45,56,61,73,66,85,53,81,56,56,58,53,46,38,27,55,60,60,46,28,33,28,14,7,13,13.0,10.0
Félix Tomi,181,68,"['Delantero', 'Mediocampista']",60,Right,3,52,54,49,64,42,62,38,41,53,59,69,66,63,52,72,60,50,61,49,56,60,52,52,58,57,56,48,51,49,9,6,10,11.0,13.0
Dante Sealy,178,61,"['Defensor', 'Mediocampista']",60,Left,4,56,59,46,48,52,61,69,58,40,63,84,77,71,56,74,56,53,52,42,51,25,15,55,53,58,54,18,16,15,9,13,8,8.0,14.0
Ștefan Bodișteanu,180,70,"['Delantero', 'Mediocampista']",60,Right,3,47,55,26,62,56,60,55,56,52,62,76,72,75,57,56,51,53,70,58,56,44,46,56,59,40,57,36,37,34,14,14,14,8.0,8.0
Azeem Abdulai,183,75,"['Defensor', 'Mediocampista']",60,Right,2,58,33,47,62,34,61,54,38,62,60,61,53,54,60,59,50,56,55,61,36,60,57,52,58,33,57,58,59,56,12,6,7,7.0,10.0
Jack Keaney,188,78,"['Mediocampista', 'Defensor']",60,Right,3,49,49,64,54,46,49,59,59,56,49,55,52,55,55,57,58,70,75,71,58,66,59,48,55,57,52,56,60,55,10,12,9,6.0,6.0
Naeem Mohammed,175,77,"['Delantero', 'Mediocampista']",60,Right,3,33,59,52,48,50,62,36,35,39,63,83,82,79,50,75,56,72,63,66,57,38,18,59,55,57,58,19,25,22,6,13,15,13.0,6.0
Andrea Sodero,184,74,"['Delantero', 'Mediocampista']",60,Left,3,56,50,41,60,55,72,55,54,60,69,59,69,54,63,64,69,36,49,41,50,49,28,43,55,61,64,46,40,49,12,13,10,15.0,12.0
Kosi Thompson,178,79,"['Mediocampista', 'Defensor']",60,Right,3,50,50,53,60,55,62,46,48,43,61,81,81,61,49,58,55,72,64,65,45,54,54,47,49,50,49,55,55,54,15,7,13,14.0,12.0
Abraham Ifoghale Odoh,168,56,"['Defensor', 'Mediocampista']",60,Right,3,54,55,37,51,46,64,50,40,44,57,86,90,82,53,88,52,71,61,77,46,75,47,53,50,50,55,49,49,44,7,8,11,12.0,6.0
Hassan Ahmad Al Shammrani,185,73,"['Mediocampista', 'Defensor']",60,Right,3,34,29,60,54,29,45,39,21,45,50,59,57,48,56,59,37,71,67,75,34,59,58,41,47,32,49,59,58,61,12,5,8,10.0,8.0
Bryan-Anthony Chibuike Hein,182,76,"['Mediocampista', 'Defensor']",60,Left,3,55,29,47,56,26,61,55,30,52,62,72,71,63,55,65,29,56,64,54,30,50,52,49,42,39,41,53,59,54,13,10,12,11.0,10.0
王振澳 Wang Zhen'ao,175,65,"['Mediocampista', 'Defensor']",60,Right,3,56,52,38,48,42,59,35,31,37,60,77,76,80,61,84,56,43,60,38,40,34,56,49,46,46,45,56,54,56,14,12,9,8.0,12.0
Vaughn Patrick Covil,179,80,"['Delantero', 'Mediocampista']",60,Right,2,51,56,44,62,40,66,63,55,50,61,76,78,77,52,82,60,62,60,66,56,48,30,54,54,52,54,35,30,29,13,10,11,6.0,9.0
Gabriel Jimeno Felipe,178,75,"['Delantero', 'Mediocampista']",60,Right,2,36,65,69,49,50,64,45,46,43,58,63,60,56,57,67,57,66,58,55,62,36,12,57,48,78,53,18,20,21,8,7,12,6.0,15.0
Bilal Bafdili,177,67,"['Delantero', 'Mediocampista']",60,Right,4,47,55,48,65,45,66,52,40,63,63,76,68,74,47,89,47,49,51,39,39,42,29,47,59,53,58,37,42,50,7,14,7,11.0,14.0
Villiam Dahlström,186,81,"['Delantero', 'Mediocampista']",60,Right,3,35,66,61,45,47,48,33,35,32,53,68,70,55,58,55,53,74,70,72,55,41,23,64,48,62,58,19,33,14,5,8,12,9.0,11.0
Yassine Haouari,182,73,"['Delantero', 'Mediocampista']",60,Right,3,41,63,33,56,51,68,64,48,38,63,70,59,71,54,76,69,36,30,35,66,27,11,60,56,54,59,17,18,12,6,13,13,12.0,6.0
Sondre Auklend,172,67,"['Delantero', 'Mediocampista']",60,Right,2,47,55,39,60,44,65,53,40,54,61,76,73,69,41,83,56,52,68,50,49,51,44,57,62,51,58,40,52,46,6,7,13,5.0,10.0
Kwadwo Kyeremeh Baah,183,75,"['Delantero', 'Mediocampista']",60,Right,2,49,52,42,52,41,62,45,46,47,59,87,78,75,56,78,64,65,52,61,60,50,28,54,55,48,58,30,32,24,10,6,14,7.0,14.0
Viktor Zentrich,186,82,"['Mediocampista', 'Defensor']",60,Right,3,33,25,59,59,28,39,35,28,45,59,73,66,69,49,65,41,84,73,71,31,49,57,26,33,32,52,59,59,61,12,6,14,15.0,14.0
Oliver Alfonsi,180,70,"['Delantero', 'Mediocampista']",60,Left,3,52,58,45,60,49,59,48,42,56,59,73,73,81,58,73,58,59,60,57,47,48,38,56,54,46,58,38,44,44,13,9,8,8.0,10.0
Sonny Perkins,178,73,"['Delantero', 'Mediocampista']",60,Left,4,43,61,55,58,57,61,54,42,50,63,66,71,65,59,64,67,66,61,67,59,49,20,61,60,58,60,21,20,20,13,14,6,12.0,11.0
Maike Julio Villero Faríñez,180,69,"['Defensor', 'Mediocampista']",60,Left,3,44,41,40,69,46,54,47,40,65,58,68,63,61,65,70,50,44,60,49,44,39,51,55,58,47,61,34,54,51,7,15,14,14.0,12.0
Sang-min Lee,175,73,"['Delantero', 'Defensor']",60,Right,4,58,42,34,42,47,65,58,47,32,55,83,85,83,64,77,56,54,62,51,48,60,48,66,54,51,47,39,43,38,10,10,13,13.0,12.0
Jose Jamir Berdecio Mendoza,177,71,"['Mediocampista', 'Defensor']",60,Right,3,55,55,55,60,45,61,47,55,61,58,61,63,60,58,70,55,61,66,59,58,50,55,61,58,60,55,48,59,58,11,13,13,8.0,10.0
Diego Méndez Molero,182,75,"['Mediocampista', 'Defensor']",60,Right,3,38,21,60,58,21,32,28,27,54,59,61,66,54,50,62,38,67,52,64,25,54,56,43,42,34,46,58,64,62,7,7,5,13.0,9.0
Jahkeele Marshall-Rutty,170,69,"['Mediocampista', 'Defensor']",60,Right,4,54,49,30,59,37,68,50,39,54,66,84,78,82,57,81,55,42,60,32,49,39,50,51,52,51,63,54,56,56,13,13,11,8.0,10.0
Mikkel Konradsen Ceide,191,80,"['Mediocampista', 'Defensor']",60,Right,2,44,20,59,60,29,46,36,22,55,56,64,67,62,59,70,36,66,64,66,25,55,60,44,48,32,52,58,60,59,8,5,7,9.0,7.0
Arif Saleh Al-Haydar,178,59,"['Delantero', 'Defensor']",60,Right,4,55,50,41,52,47,60,47,42,52,55,89,82,81,50,80,54,59,75,54,50,66,54,55,53,40,54,53,54,50,13,11,14,13.0,9.0
Giacomo Olzer,188,78,"['Delantero', 'Mediocampista']",60,Left,2,58,52,50,60,55,61,62,56,54,63,65,65,66,62,60,68,66,56,71,60,48,31,56,61,58,58,29,34,34,6,12,9,12.0,12.0
Vetle Walle Egeli,180,75,"['Mediocampista', 'Defensor']",60,Right,2,55,49,39,58,39,57,48,45,56,59,63,64,73,56,75,45,42,62,48,48,59,58,47,55,40,54,58,58,58,12,13,11,7.0,8.0
Adams Friday,174,72,"['Defensor', 'Delantero', 'Mediocampista']",60,Right,4,48,59,45,49,49,62,51,38,39,63,82,84,76,57,64,57,61,67,53,48,35,41,51,49,44,52,51,42,44,13,11,10,11.0,5.0
김태환 Tae-Hwan Kim,179,73,"['Delantero', 'Defensor']",60,Right,3,55,34,59,56,43,54,55,41,54,59,69,67,66,59,65,55,77,77,65,42,67,53,58,49,35,57,51,54,55,15,12,8,12.0,10.0
